Site ID,Program Code,Program Name,Address 1,Address 2,Zipcode,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Total.ECERS,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
09X163,09X163,P.S. 163 Arthur A. Schomburg,2075 WEBSTER AVENUE,"Bronx, NY 10457",10457,District School,18,8:20 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,61,,,,,4,100,2017-18 School Year,6.6,4,6.2,4,2.8,2,2017-18 School Year,4.4,3,5.5,4,5.2,4,5.7,4,2.7,3,3.9,3,1.7,1,51.1,Jan-17,3
09X199,09X199,P.S. 199X - The Shakespeare School,1449 SHAKESPEARE AVENUE,"Bronx, NY 10452",10452,District School,54,8:00 AM,Full day,Contact Program,Contact Program,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,89,100%,100%,94%,100%,24,89,2017-18 School Year,6.6,4,6.6,4,2.2,2,2017-18 School Year,4.6,3,4.5,3,6.2,4,4.5,3,3.8,4,4.8,3,3.8,3,55.2,Jan-17,3
09X204,09X204,P.S. 204 Morris Heights,1780 Dr Martin L King Jr Boulevard,"Bronx, NY 10453",10453,District School,36,8:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,94,96%,100%,96%,100%,16,84,2017-18 School Year,7,4,6.8,4,1.7,1,2015-16 School Year,3.2,2,5.3,4,3.6,3,3.5,3,1.2,1,3.5,3,1.7,1,39,,
09X236,09X236,P.S. 236 Langston Hughes,1871 Walton Avenue,"Bronx, NY 10453",10453,District School,13,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,86,100%,95%,94%,100%,6,67,2015-16 School Year,6.1,4,6.8,4,3.1,2,2017-18 School Year,4.5,3,4.3,3,6.2,4,3.3,2,4.3,4,4.9,3,4.8,3,54.3,Nov-17,3
09X274,09X274,The New American Academy at Roberto Clemente State Park,275 HARLEM RIVER PARK BRIDGE,"Bronx, NY 10453",10453,District School,66,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,84,87%,91%,97%,92%,15,41,2017-18 School Year,7,4,7,4,2.5,2,2016-17 School Year,5.4,4,7,4,7,4,6,4,2.8,3,4.5,3,5.5,4,64.2,,
09X443,09X443,The Family School,1116 SHERIDAN AVENUE,"Bronx, NY 10456",10456,District School,36,8:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Please contact site for more information,,95,95%,94%,94%,99%,19,95,2017-18 School Year,6.8,4,6.7,4,2.1,2,2015-16 School Year,4.1,3,4.3,3,5,4,4.8,3,2.3,3,3.6,3,4.5,3,50.6,Feb-18,4
09X449,09X449,Grant Avenue Elementary School,250 East 164 Street,"Bronx, NY 10456",10456,District School,25,8:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92,95%,93%,94%,88%,12,100,2015-16 School Year,5.6,3,5.3,3,3,2,2017-18 School Year,4.9,3,5.3,4,5.8,4,5.6,4,3.5,3,4.1,3,6,4,60.2,Mar-18,3
09X555,09X555,Mount Eden Children's Academy,1501 JEROME AVENUE,"Bronx, NY 10452",10452,District School,54,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92,96%,94%,96%,96%,38,93,2017-18 School Year,6.8,4,6.8,4,2.7,2,2016-17 School Year,4.3,3,5.5,4,5.8,4,4.2,3,3,3,4.3,3,3.7,3,53.8,,
10X003,10X003,P.S. 3 Raul Julia Micro Society,2100 LAFONTAINE AVENUE,"Bronx, NY 10457",10457,District School,23,8:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85,100%,100%,97%,100%,6,100,2015-16 School Year,6.3,4,6.1,4,3.2,2,2017-18 School Year,3.4,3,4.3,3,3.8,3,4.4,3,2,2,3.6,3,1.5,1,41,5-Feb-16,4
10X009,10X009,P.S. 9 Ryer Avenue Elementary School,230 East 183 Street,"Bronx, NY 10458",10458,District School,71,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor,,87,93%,90%,94%,92%,40,100,2017-18 School Year,6.9,4,6.9,4,2.3,2,2016-17 School Year,4.8,3,6.5,4,6.2,4,5.1,4,2.7,3,3.6,3,7,4,60.9,Feb-17,3
10X020,10X020,"P.S./M.S. 20 P.O.George J. Werdann, III",3050 WEBSTER AVENUE,"Bronx, NY 10467",10467,District School,18,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,60,,,,,0,0,2017-18 School Year,6.4,4,6.3,4,2.7,2,2016-17 School Year,3.2,2,4.5,3,3.4,3,4.3,3,1.8,2,2.6,1,1.3,1,36.1,Mar-17,3
10X023,10X023,P.S. 023 The New Children's School,2151 WASHINGTON AVENUE,"Bronx, NY 10457",10457,District School,46,8:20 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,86,100%,100%,98%,100%,16,59,2017-18 School Year,7,4,6.8,4,2.9,2,2015-16 School Year,3.4,3,5.3,4,4.6,3,4,3,2.2,2,2.8,1,1.7,1,41,Jan-17,3
10X032,10X032,P.S. 32 Belmont,690 East 183 Street,"Bronx, NY 10458",10458,District School,35,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Please contact site for more information,,88,97%,99%,97%,99%,17,85,2016-17 School Year,6.6,4,6.2,4,3.3,3,2015-16 School Year,4.7,3,6.3,4,5.2,4,5.6,4,2.3,3,4.8,3,3.7,3,56.6,,
10X033,10X033,P.S. 033 Timothy Dwight,2424 JEROME AVENUE,"Bronx, NY 10468",10468,District School,54,8:00 AM,Full day,No,No,Breakfast / Lunch,Outdoor (onsite) playspace,,75,,,,,1,3,2017-18 School Year,6.6,4,6.8,4,2,2,2016-17 School Year,4.2,3,6.3,4,6.2,4,4.8,3,2.3,3,3.6,3,1.7,1,50.1,Dec-17,3
10X051,10X051,P.S. 051 Bronx New School,695 EAST 182 STREET,"Bronx, NY 10457",10457,District School,18,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor,,85,100%,100%,97%,100%,11,100,2015-16 School Year,6.9,4,6.6,4,3.6,3,2017-18 School Year,3.8,3,5,4,4.6,3,4.4,3,2.8,3,3.5,3,1.7,1,45.8,Nov-17,3
10X054,10X054,P.S./I.S. 54,2703 WEBSTER AVENUE,"Bronx, NY 10458",10458,District School,53,8:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,93,98%,99%,93%,97%,36,100,2017-18 School Year,5.4,3,5.7,3,2,2,2016-17 School Year,4.3,3,6.3,4,5.8,4,4.6,3,2.3,3,3.4,3,4.5,3,54.2,Feb-17,3
10X059,10X059,P.S. 059 The Community School of Technology,2185 BATHGATE AVENUE,"Bronx, NY 10457",10457,District School,56,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82,96%,99%,97%,99%,32,91,2016-17 School Year,6.1,4,6.2,4,2.5,2,2015-16 School Year,3.6,3,4.5,3,5,4,3.6,3,2,2,3.5,3,3,2,45.2,Nov-17,3
10X077,10X077,Bedford Park Elementary School,3177 Webster Avenue,"Bronx, NY 10467",10467,District School,34,8:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,86,100%,100%,96%,99%,19,100,2017-18 School Year,6.9,4,6.5,4,2.5,2,2017-18 School Year,4,3,5.3,4,4.2,3,4.4,3,2.5,3,4,3,3.3,2,48.7,Dec-16,4
10X085,10X085,P.S. 85 Great Expectations,2400 MARION AVENUE,"Bronx, NY 10458",10458,District School,75,8:35 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,90,96%,100%,94%,97%,45,98,2016-17 School Year,6.1,4,5.9,3,3.3,3,2015-16 School Year,4.2,3,5.8,4,5.8,4,4.7,3,2.2,2,3.9,3,3.5,3,52.1,May-18,3
10X086,10X086,P.S. 086 Kingsbridge Heights,2756 RESERVOIR AVENUE,"Bronx, NY 10468",10468,District School,40,8:15 AM,Full day,Contact Program,Contact Program,N/A,Please contact site for more information,,94,97%,90%,89%,89%,16,76,2017-18 School Year,6.9,4,7,4,2.3,2,2017-18 School Year,3.9,3,5.5,4,5.4,4,4.3,3,2.8,3,3,2,2.5,1,47.4,,
10X207,10X207,P.S. 207,3030 GODWIN TERRACE,"Bronx, NY 10463",10463,District School,31,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor,,86,100%,93%,86%,97%,16,73,2017-18 School Year,6.9,4,6.9,4,1.7,1,2017-18 School Year,2.7,1,3,2,4,3,2.8,1,1.8,2,2.9,1,1.7,1,29.9,May-18,4
10X209,10X209,P.S. 209,313 EAST 183 STREET,"Bronx, NY 10458",10458,District School,36,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,93,100%,94%,93%,91%,19,100,2016-17 School Year,6.2,4,6.3,4,1.5,1,2017-18 School Year,5.2,4,6.5,4,6.2,4,6,4,3,3,4.6,3,5.5,4,63,,
10X226,10X226,P.S. 226,1950 SEDGWICK AVENUE,"Bronx, NY 10453",10453,District School,36,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),74,96%,100%,91%,99%,13,48,2017-18 School Year,6.8,4,6.8,4,2.1,2,2016-17 School Year,4.3,3,6,4,6.8,4,4,3,2.5,3,4,3,2.7,1,51.3,Mar-18,4
10X310,10X310,P.S. 310 Marble Hill,260 West Kingsbridge Road,"Bronx, NY 10463",10463,District School,72,8:15 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,78,95%,99%,96%,99%,40,87,2015-16 School Year,6.3,4,6.3,4,2.9,2,2017-18 School Year,4.5,3,5,4,6.2,4,4.9,3,4,4,4.3,3,1.7,1,52.6,,
10X340,10X340,P.S. 340,25 West 195 Street,"Bronx, NY 10468",10468,District School,18,8:10 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93,,,,,4,100,2017-18 School Year,7,4,6.9,4,2.4,2,2016-17 School Year,3.9,3,6.3,4,6,4,4.1,3,1.7,2,3.6,3,1.7,1,47.3,,
10X344,10X344,Ampark Neighborhood,3961 Hillman Avenue,"Bronx, NY 10463",10463,District School,16,8:15 AM,Full day,Yes,Yes,Breakfast/Lunch,Outdoor (onsite) playspace,,93,100%,100%,97%,100%,7,100,N/A,,,,,,,2017-18 School Year,4.4,3,4.5,3,6,4,3.9,3,4,4,4.6,3,3.5,3,53.9,Feb-18,3
10X360,10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,"Bronx, NY 10463",10463,District School,46,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90,92%,91%,87%,90%,12,39,2017-18 School Year,6.8,4,6.8,4,2.3,2,2016-17 School Year,5.2,4,5.5,4,6.4,4,5.5,4,2.5,3,5.3,4,6.7,4,64.1,May-17,3
10X386,10X386,School for Environmental Citizenship,125 East 181 Street,"Bronx, NY 10453",10453,District School,70,8:20 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,84,96%,95%,92%,93%,43,100,2017-18 School Year,6.7,4,6.5,4,3.5,3,2016-17 School Year,3.8,3,5,4,6.2,4,3.9,3,2.2,2,3.3,2,3,2,47.4,Jan-17,3
10X396,10X396,P.S. 396,1930 ANDREWS AVENUE,"Bronx, NY 10453",10453,District School,33,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93,90%,100%,95%,100%,24,100,2016-17 School Year,4.9,2,4.7,2,2.1,2,2017-18 School Year,3.2,2,2.3,1,5,4,3,2,2.7,3,3.6,3,2.8,1,38.6,,
11X016,11X016,P.S. 016 Wakefield,4550 CARPENTER AVENUE,"Bronx, NY 10470",10470,District School,31,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,89,89%,94%,83%,91%,14,78,2017-18 School Year,6.7,4,6.7,4,3,2,2016-17 School Year,3.3,2,4.8,3,4.8,3,3.9,3,1.5,2,3.1,2,1.7,1,39.1,Apr-18,3
11X068,11X068,P.S. 068 Bronx,4011 MONTICELLO AVENUE,"Bronx, NY 10466",10466,District School,17,8:10 AM,Full day,Yes,No,Breakfast / Lunch,Outdoor (onsite) playspace,,59,,,,,3,33,2016-17 School Year,5.8,3,6,4,3.8,3,2015-16 School Year,3.6,3,6.3,4,4.6,3,4,3,1.5,2,3.5,3,1.7,1,44.2,Jan-17,3
11X078,11X078,P.S. 078 Anne Hutchinson,1400 NEEDHAM AVENUE,"Bronx, NY 10469",10469,District School,36,8:10 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,93,100%,100%,95%,100%,18,100,2017-18 School Year,6.9,4,6.7,4,2.6,2,2017-18 School Year,3.3,2,4,3,3.2,2,4.1,3,2.2,2,2.9,1,3,2,37.7,Feb-17,3
11X089,11X089,P.S. 089 Bronx,980 MACE AVENUE,"Bronx, NY 10469",10469,District School,54,8:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,89,100%,100%,97%,100%,16,64,2017-18 School Year,6.7,4,6.6,4,2.1,2,2016-17 School Year,3.9,3,5.5,4,5.6,4,4,3,2.5,3,3.9,3,1.7,1,48.1,Apr-17,3
11X097,11X097,P.S. 097 Bronx,1375 MACE AVENUE,"Bronx, NY 10469",10469,District School,,N/A,Full day,Contact Program,Contact Program,Contact program directly for details,Please contact site for more information,,,,,,,,,2016-17 School Year,6.2,4,6,4,3.1,2,2015-16 School Year,3.5,3,5.3,4,4.2,3,3.7,3,1.7,2,4,3,1.7,1,43.1,,
11X106,11X106,P.S. 106 Parkchester,1514 OLMSTEAD AVENUE,"Bronx, NY 10462",10462,District School,52,8:10 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Please contact site for more information,,92,95%,94%,92%,94%,23,92,2017-18 School Year,6.7,4,6.7,4,3.8,3,2016-17 School Year,3.7,3,5.5,4,6.4,4,3.9,3,1.7,2,3.1,2,1.7,1,45,Dec-16,3
11X108,11X108,P.S. 108 Philip J. Abinanti,1166 NEILL AVENUE,"Bronx, NY 10461",10461,District School,17,N/A,Full day,Contact Program,Contact Program,Contact program directly for details,Please contact site for more information,,84,,,,,2,67,2016-17 School Year,6.9,4,6.8,4,4.4,3,2015-16 School Year,5,4,6.3,4,6,4,6,4,2.5,3,4.6,3,4.5,3,59.9,Apr-18,4
11X111,11X111,P.S. 111 Seton Falls,3740 BAYCHESTER AVENUE,"Bronx, NY 10466",10466,District School,48,8:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,63,100%,97%,93%,100%,11,35,2017-18 School Year,6.5,4,6.6,4,2.6,2,2017-18 School Year,4.9,3,6.3,4,6,4,4.6,3,3.2,3,4.6,3,6.3,4,59.9,Jan-17,3
11X112,11X112,P.S. 112 Bronxwood,1925 SCHIEFFELIN AVENUE,"Bronx, NY 10466",10466,District School,48,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,90,90%,90%,93%,91%,10,25,2017-18 School Year,6.3,4,6.6,4,2.1,2,2015-16 School Year,3.6,3,4.5,3,4,3,4,3,1.8,2,3.4,3,4.5,3,45.8,May-18,3
11X121,11X121,P.S. 121 Throop,2750 THROOP AVENUE,"Bronx, NY 10469",10469,District School,36,8:00 AM,Full day,No,No,Breakfast / Lunch,Outdoor (onsite) playspace,,71,100%,100%,96%,100%,14,82,2017-18 School Year,6.5,4,6.6,4,2.2,2,2017-18 School Year,4.5,3,4.8,3,6.2,4,4.3,3,3.7,3,3.9,3,5,4,55.4,Apr-18,3
11X153,11X153,P.S. 153 Helen Keller,650 BAYCHESTER AVENUE,"Bronx, NY 10475",10475,District School,18,8:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,73,100%,100%,95%,100%,6,100,2016-17 School Year,6.8,4,6.8,4,4.6,3,2015-16 School Year,5,4,7,4,6.4,4,5,4,3.2,3,4.6,3,4.3,3,60.5,,
11X160,11X160,P.S. 160 Walt Disney,4140 Hutchinson River Parkway East,"Bronx, NY 10475",10475,District School,53,8:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),76,100%,100%,94%,100%,13,38,2017-18 School Year,7,4,6.9,4,3.9,3,2016-17 School Year,3.3,2,3,2,2.6,1,3.8,3,2.7,3,3.4,3,4,3,39.8,Jan-17,3
11X169,11X169,Baychester Academy,3500 EDSON AVENUE,"Bronx, NY 10466",10466,District School,36,8:20 AM,Full day,Contact Program,Yes,Breakfast/Lunch,Indoor,,88,100%,100%,95%,100%,18,82,2016-17 School Year,6.8,4,6.2,4,4.3,3,2015-16 School Year,4.5,3,6.3,4,5.6,4,4.2,3,3.5,3,3.4,3,5.5,4,57,,
11X189,11X189,Cornerstone Academy for Social Action,3441 STEENWICK AVENUE,"Bronx, NY 10475",10475,District School,33,8:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,86,100%,100%,93%,98%,8,36,2017-18 School Year,6.9,4,6.9,4,2.3,2,2016-17 School Year,4.6,3,6.8,4,5,4,5.8,4,2.2,2,4.4,3,3,2,53.8,,
11X357,11X357,Young Voices Academy of the Bronx,800 LYDIG AVENUE,"Bronx, NY 10462",10462,District School,34,8:20 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,96,100%,100%,94%,99%,19,100,2015-16 School Year,6.5,4,5.9,3,3.3,3,2016-17 School Year,4.3,3,5.3,4,4,3,4.8,3,2.7,3,4.1,3,5,4,53.2,Oct-17,3
11X567,11X567,Linden Tree Elementary School,1560 PURDY STREET,"Bronx, NY 10462",10462,District School,19,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,75,,,,,2,25,2015-16 School Year,6.8,4,6.3,4,3.7,3,2017-18 School Year,3.9,3,5,4,5.4,4,3.9,3,2.5,3,3.3,2,4,3,50,Oct-17,3
12X006,12X006,P.S. 006 West Farms,1000 EAST TREMONT AVENUE,"Bronx, NY 10460",10460,District School,52,8:00 AM,Full day,Yes,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,93,95%,100%,91%,98%,20,61,2017-18 School Year,6.9,4,6.6,4,2.3,2,2015-16 School Year,3.5,3,5,4,5.2,4,3.2,2,2.2,2,3.3,2,3.3,2,44.7,May-17,3
12X044,12X044,P.S. 044 David C. Farragut,1825 PROSPECT AVENUE,"Bronx, NY 10457",10457,District School,26,8:15 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,68,100%,94%,98%,100%,8,44,2016-17 School Year,5.8,3,6,4,3.4,3,2017-18 School Year,4.2,3,5,4,4.6,3,5,4,2.3,3,4.3,3,3.5,3,51.9,Dec-16,3
12X057,12X057,P.S. 057 Crescent,2111 CROTONA AVENUE,"Bronx, NY 10457",10457,District School,33,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,68,89%,89%,94%,89%,10,67,2017-18 School Year,6.4,4,6.1,4,4,3,2015-16 School Year,3.3,2,4.3,3,4.2,3,4,3,1.3,1,3.5,3,1.7,1,38.3,Mar-18,2
12X061,12X061,P.S. 061 Francisco Oller,1550 CROTONA PARK EAST,"Bronx, NY 10460",10460,District School,36,N/A,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91,100%,100%,96%,99%,20,87,2017-18 School Year,6.8,4,6.3,4,2.4,2,2015-16 School Year,2.9,1,5.3,4,3,2,3,2,1.7,2,2.8,1,1.7,1,33.4,Mar-17,3
12X066,12X066,P.S. 066 School of Higher Expectations,1001 JENNINGS STREET,"Bronx, NY 10460",10460,District School,62,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,63,94%,92%,92%,93%,25,63,2016-17 School Year,6.7,4,6.3,4,5,4,2017-18 School Year,4.4,3,4,3,6.4,4,4.8,3,3.2,3,4.1,3,3.3,2,51.2,Mar-17,3
12X067,12X067,P.S. 067 Mohegan School,2024 MOHEGAN AVENUE,"Bronx, NY 10460",10460,District School,44,8:00 AM,Full day,Yes,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,83,100%,92%,89%,94%,11,42,2017-18 School Year,6.9,4,6.9,4,2.4,2,2016-17 School Year,4.6,3,6,4,6.4,4,4.9,3,2.5,3,4.3,3,3.7,3,55.4,Jan-17,3
12X134,12X134,P.S. 134 George F. Bristow,1330 BRISTOW STREET,"Bronx, NY 10459",10459,District School,51,8:15 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,73,94%,93%,95%,94%,21,100,2017-18 School Year,6.8,4,6.7,4,1.9,1,2016-17 School Year,3.7,3,4.5,3,6.2,4,3.3,2,2.5,3,3.9,3,2.3,1,45.4,Mar-18,4
12X150,12X150,P.S. 150 Charles James Fox,920 East 167 Street,"Bronx, NY 10459",10459,District School,35,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92,100%,100%,94%,99%,21,100,2017-18 School Year,7,4,7,4,1.7,1,2016-17 School Year,3.8,3,5,4,4.2,3,4.4,3,2.8,3,3.6,3,2.3,1,46.1,Dec-16,3
12X195,12X195,P.S. 195,1250 WARD AVENUE,"Bronx, NY 10472",10472,District School,36,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89,91%,96%,89%,95%,15,100,2016-17 School Year,5.9,3,6.4,4,3.7,3,2015-16 School Year,3.9,3,4.8,3,4.4,3,5,4,1.5,2,3.8,3,3.7,3,48.1,Nov-16,3
12X196,12X196,P.S. 196,1250 WARD AVENUE,"Bronx, NY 10472",10472,District School,18,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,66,,,,,1,100,2016-17 School Year,7,4,6.8,4,5,4,2017-18 School Year,5,4,7,4,5,4,5.8,4,3.2,3,4.9,3,4.3,3,60.2,Dec-16,3
12X211,12X211,P.S. 211,1919 PROSPECT AVENUE,"Bronx, NY 10457",10457,District School,29,8:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,65,100%,100%,99%,100%,14,100,2016-17 School Year,6.5,4,6.3,4,4.1,3,2017-18 School Year,4.3,3,5.3,4,5.2,4,5.1,4,2.7,3,3.4,3,4.5,3,54.5,Mar-18,2
12X212,12X212,P.S. 212,1180 TINTON AVENUE,"Bronx, NY 10456",10456,District School,30,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,64,89%,92%,83%,91%,14,82,2016-17 School Year,5.6,3,4.5,2,2.1,2,2017-18 School Year,3.9,3,5,4,3.8,3,4.7,3,3,3,3.1,2,4,3,48.5,May-18,2
12X214,12X214,P.S. 214,1970 WEST FARMS ROAD,"Bronx, NY 10460",10460,District School,64,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,77,97%,97%,90%,94%,32,78,2017-18 School Year,6.7,4,6.5,4,3,2,2015-16 School Year,3.4,3,4.5,3,4.2,3,4.4,3,1.3,1,2.6,1,4,3,41.4,Oct-17,4
12X300,12X300,The School of Science and Applied Learning,2050 PROSPECT AVENUE,"Bronx, NY 10457",10457,District School,18,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,90,,,,,2,40,2017-18 School Year,7,4,6.8,4,2.5,2,2016-17 School Year,3.7,3,5.3,4,4.4,3,4.5,3,2.5,3,2.6,1,3.5,3,46.5,May-17,2
12X314,12X314,Fairmont Neighborhood School,1550 VYSE AVENUE,"Bronx, NY 10460",10460,District School,31,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,66,93%,93%,93%,87%,15,88,2017-18 School Year,6.4,4,6.1,4,1.9,1,2016-17 School Year,4.8,3,5.8,4,5.8,4,5.2,4,2.2,2,4.5,3,6,4,58.3,Mar-17,3
12X458,12X458,Samara Community School,1550 Vyse Avenue,"Bronx, NY 10460",10460,District School,32,7:45 AM,Full day,Yes,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),91,100%,99%,99%,100%,26,100,2015-16 School Year,6.2,4,5.9,3,2.5,2,2017-18 School Year,4,3,5,4,5.4,4,4.4,3,2.3,3,3.4,3,3.8,3,51.3,,
12X463,12X463,Urban Scholars Community School,1180 TINTON AVENUE,"Bronx, NY 10456",10456,District School,26,8:00 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,98,89%,94%,94%,97%,10,56,2016-17 School Year,6.3,4,6.3,4,3.7,3,2017-18 School Year,4.1,3,5.8,4,6,4,4.3,3,2,2,3.5,3,3.5,3,51.2,May-17,3
12X531,12X531,Archer Elementary School,1827 ARCHER STREET,"Bronx, NY 10460",10460,District School,18,8:20 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,95,100%,100%,100%,100%,7,100,2016-17 School Year,6.7,4,6.6,4,4.5,3,2017-18 School Year,4.3,3,6.3,4,3.6,3,5.4,4,2.3,3,4.4,3,2.7,1,50,May-18,3
12X536,12X536,P.S. 536,1827 ARCHER STREET,"Bronx, NY 10460",10460,District School,18,8:30 AM,Full day,Yes,Contact Program,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,93,89%,90%,94%,91%,6,100,2016-17 School Year,6.7,4,6.9,4,3.9,3,2015-16 School Year,4.6,3,5.8,4,6,4,4.2,3,2.5,3,4.5,3,6,4,57.6,11-May-16,4
12X691,12X691,Bronx Little School,1827 ARCHER STREET,"Bronx, NY 10460",10460,District School,18,8:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (onsite) playspace,,95,100%,98%,94%,98%,7,100,2017-18 School Year,6.9,4,7,4,2.5,2,2017-18 School Year,5,4,6,4,6.2,4,3.8,3,6,4,4.6,3,4.5,3,61.1,Jan-18,3
